"term","description","category","English","Japanese","Russian","French","German","Spanish","Portuguese (Brazil)","Chinese (Simplified)","Chinese (Traditional)","Korean","PolskI","Output Localization"
"Conversation_NPC/Fox/Meeting3/Answer_B/1","Speaking: The Night
  If player refuses to give Ratau over","100","I will give you a chance to reconsider. In time, you shall realise that I am right.","考え直す機会をやろうじゃないか。おまえもやがて、わたしが正しかったと気付くだろうさ。","Ты мне нравишься, поэтому я дам тебе возможность передумать. Со временем ты поймёшь, что стоит согласиться.","Je vais te donner un peu de temps pour réfléchir à ma proposition. Tu réaliseras sans doute bientôt que tu as fait une erreur.","Ich gebe dir eine Chance, es dir noch einmal zu überlegen. Mit der Zeit wirst du zu dem Schluss gelangen, dass ich recht habe.","Te doy otra oportunidad para que te lo pienses. Con el tiempo te darás cuenta de que tengo razón.","Darei uma chance para você repensar. Com o tempo, entenderá que tenho razão.","我会给你机会重新考虑。时间一久，你就会知道我说得没错。","我會給你機會重新考慮。時間一久，你就會知道我說得沒錯。","다시 한 번 재고할 수 있는 기회를 줄게. 나중에 때가 되면, 내가 옳았다는 걸 알게될 거야.","Dam ci szansę na przemyślenie. Z czasem zrozumiesz, że mam rację.","""Conversation_NPC/Fox/Meeting3/Answer_B/1"", """""
"Conversation_NPC/Fox/Meeting3/Answer_B/2","Speaking: The Night
  If player refuses to give Ratau over","100","Should you change your mind, you know where I will be.","考えを改めたその時は、わたしのもとに来るがいいさ。","Приходи на это же место. Я буду ждать.","Si tu décides de changer d'avis, tu sais où me trouver.","Solltest du deine Meinung ändern, weißt du, wo du mich findest.","Si cambias de opinión, ya sabes dónde estoy.","Se mudar de ideia, você sabe onde estarei.","你若改变心意，应该知道我会在哪里。","你若改變心意，應該知道我會在哪裡。","마음이 바뀌었다면, 어디로 날 찾아와야 할지는 알 거야.","Jeśli zmienisz zdanie, wiesz, gdzie mnie znaleźć.","""Conversation_NPC/Fox/Meeting3/Answer_B/2"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/0","Speaking: The Night
  If player gives up Ratau","100","Ha.","は…","Ха.","Ha.","Ha.","Ja.","Ha.","哈。","哈。","하.","Ha.","""Conversation_NPC/Fox/Meeting3/Answer_A/0"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/1","Speaking: The Night
  If player gives up Ratau","100","<shake>Hahahaha</shake>","<shake>はははは</shake>","<shake>Ха-ха-ха-ха!</shake>","<shake>Ha ha ha ha.</shake>","<shake>Hahahaha</shake>","<shake>Ja, ja, ja.</shake>","<shake>Hahahaha</shake>","<shake>哈哈哈哈</shake>","<shake>哈哈哈哈</shake>","<shake>하하하하</shake>","<shake>Hahahaha</shake>","""Conversation_NPC/Fox/Meeting3/Answer_A/1"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/2","Speaking: The Night
  If player gives up Ratau","100","<shake>HAHAHAHAHAHA</shake>","<shake>はははははは</shake>","<shake>ХА-ХА-ХА-ХА-ХА-ХА!</shake>","<shake>HA HA HA HA HA HA.</shake>","<shake>HAHAHAHAHAHA</shake>","<shake>JA, JA, JA, JA.</shake>","<shake>HAHAHAHAHAHA</shake>","<shake>哈哈哈哈哈哈</shake>","<shake>哈哈哈哈哈哈</shake>","<shake>하하하하하하하하</shake>","<shake>HAHAHAHAHAHA</shake>","""Conversation_NPC/Fox/Meeting3/Answer_A/2"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/3","Speaking: The Night
  If player gives up Ratau","100","<color=red><shake>HAHAHAHAHAHAHAHAHAHA</shake></color>","<color=red><shake>はははははははははは</shake></color>","<color=red><shake>ХА-ХА-ХА-ХА-ХА-ХА-ХА-ХА-ХА-ХА!</shake></color>","<color=red><shake>HA HA HA HA HA HA HA HA HA HA !</shake></color>","<color=red><shake>HAHAHAHAHAHAHAHAHAHA</shake></color>","<color=red><shake>¡JA, JA, JA, JA, JA , JA!</shake></color>","<color=red><shake>HAHAHAHAHAHAHAHAHAHA</shake></color>","<color=red><shake>哈哈哈哈哈哈哈哈哈哈</shake></color>","<color=red><shake>哈哈哈哈哈哈哈哈哈哈</shake></color>","<color=red><shake>하하하하하하하하하하하하</shake></color>","<color=red><shake>HAHAHAHAHAHAHAHAHAHA</shake></color>","""Conversation_NPC/Fox/Meeting3/Answer_A/3"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/4","Speaking: The Night
  If player gives up Ratau","100","Little Lamb!","小さな子羊よ！","Маленький ягнёнок!","Mon pauvre Agneau !","Kleines Lamm!","¡Corderito!","Cordeirinho!","小羊啊！","小羊啊！","꼬마 양이여!","Mały Baranku!","""Conversation_NPC/Fox/Meeting3/Answer_A/4"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/5","Speaking: The Night
  If player gives up Ratau","100","Truly, a beast after my own heart! While we may seem like different breeds, we are brethren to the bone.","おまえはまさに、わたしが思い描く理想の獣だ！ 種族や見た目こそ違えど、わたしたちは骨の髄まで瓜二つの同族なのだな。","Мы поистине родственные души! В твоём миниатюрном тельце бьётся сердце настоящего хищника!","Voilà une bête comme je les aime ! D'apparence, nous semblons différents, mais en réalité, nous partageons la même nature, les mêmes... sensibilités.","Wahrlich eine Bestie nach meinem Geschmack! Obwohl es den Anschein hat, als wären wir von völlig unterschiedlicher Abstammung, so sind wir doch engstens verwandt.","¡Eres como yo! Aunque seamos bestias de especies diferentes, somos iguales.","Realmente, uma fera à minha imagem! Embora tenhamos diferentes origens, somos irmãos em nossas almas.","真是与我品味相符的狂兽！我们心有灵犀到骨子里了。","真是與我品味相符的狂獸！我們心有靈犀到骨子裡了。","진정으로, 내 마음에 드는 짐승이구나! 우린 뼛속까지 동류야.","Prawdziwie, bestia z mojego serca! Choć różnimy się wyglądem, jesteśmy braćmi do szpiku kości.","""Conversation_NPC/Fox/Meeting3/Answer_A/5"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/6","Speaking: The Night
  If player gives up Ratau","100","And as our bargain has been struck, allow me to make fair return. I give you this:","ここに取引は成立した。こちらも公正な報酬を渡さなくては。これをおまえに渡そう。","Условия выполнены. Позволь мне исполнить обещанное и преподнести тебе…","Laisse-moi remplir ma part du marché. Voici mon cadeau :","Und da unsere Abmachung eingehalten wurde, erlaube mir, eine faire Gegenleistung zu erbringen. Ich gebe dir Folgendes:","Y como has cumplido tu parte del trato, ahora me toca a mí. Te doy esto:","E como nosso contrato foi firmado, permita-me uma troca justa agora. Fique com isto:","而既然我们已谈妥交易，就让我好好回报你。我给你这个：","而既然我們已談妥交易，就讓我好好回報你。我給你這個：","우리가 타협점을 찾았으니, 내 공정한 대가를 돌려주지. 내 네게 이걸 주겠어.","A skoro nasza umowa została zawarta, pozwól, że oddam ci sprawiedliwie. Daję ci to:","""Conversation_NPC/Fox/Meeting3/Answer_A/6"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/7","Speaking: The Night
  If player gives up Ratau","100","The gift of clarity.","明晰なる贈り物だ。","Дар прозрения.","Le don de la clairvoyance.","Das Geschenk der Klarheit.","El don de la lucidez.","o dom da claridade.","清晰之礼","清晰之禮。","명확함에 대한 선물이야.","Dar jasności.","""Conversation_NPC/Fox/Meeting3/Answer_A/7"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/8","Speaking: The Night
  If player gives up Ratau","100","You know exactly the kind of creature you are.","おまえは自分がどういった生き物なのか、よくわかっているだろう。","Тебе хорошо известно, что ты за существо.","Tu sais exactement quel genre de créature tu es.","Du weißt ganz genau, was für eine Kreatur du bist.","Ahora ya sabes qué tipo de criatura eres.","Você sabe exatamente o tipo de criatura que é.","你完全明白自己是什么样的动物。","你完全明白自己是什麼樣的動物。","너라면 너같은 놈이 어떤 놈인지 알고 있을 거다.","Doskonale wiesz, jakim stworzeniem jesteś.","""Conversation_NPC/Fox/Meeting3/Answer_A/8"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/9","Speaking: The Night
  If player gives up Ratau","100","You should count yourself lucky. Many go their whole miserable lives without ever gleaning such a divine truth.","運のいいやつだ。そのような神聖なる真理を知らぬまま、惨めな生涯に幕を閉じる者は数多く存在するというのに。","Немногие могут этим похвастаться. Большинство проживает свою никчёмную жизнь, ни разу не причастившись к священной истине.","Tu en as de la chance. Ils sont nombreux à passer toute leur misérable existence sans jamais connaître leur véritable nature.","Du solltest dich glücklich schätzen. Viele verbringen ihr ganzes erbärmliches Leben, ohne auch nur einmal solch eine göttliche Wahrheit zu erfahren.","Deberías considerarte una bestia afortunada; muchos se pasan sus miserables vidas sin alcanzar esta certeza divina.","Deveria pensar na sorte que tem. Muitos passam suas vidas miseráveis inteiras sem perceber esta verdade divina.","这样很幸运。很多人过完痛苦的一生，却从未摸索出这种神圣真理。","這樣很幸運。很多人過完痛苦的一生，卻從未摸索出這種神聖真理。","운이 좋아. 수많은 이들도 그 비참한 삶을 살면서 진리에 대한 단 한 조각도 얻지 못하고 가거늘.","Powinieneś uważać się za szczęściarza. Wielu spędza całe swoje nędzne życie, nie odkrywając tak boskiej prawdy.","""Conversation_NPC/Fox/Meeting3/Answer_A/9"", """""
"Conversation_NPC/Fox/Meeting3/Answer_A/10","Speaking: The Night
  If player gives up Ratau","100","Farewell, Little Lamb. I never thought to meet another like me in this life, and you have proven me wrong. May your kills keep you fed as they have me, and may the Night hold you close.","さらばだ、小さな子羊よ。わたしと同じ志を持つ者は存在しないと思っていた。だがおまえは、わたしが間違っていたことを証明してくれた。","Прощай, маленький ягнёнок. Всю жизнь меня мучил вопрос: есть ли в этом мире кто-то похожий на меня? Теперь я знаю ответ. Пусть добыча насыщает тебя, как она насыщала меня, и пусть ночь тебя бережёт.","Adieu, mon pauvre Agneau. Je ne pensais pas rencontrer un être semblable dans cette vie, mais tu m'as prouvé le contraire. Que tes meurtres à venir te nourrissent et que la Nuit te protège toujours.","Leb wohl, kleines Lamm. Ich hätte nie erwartet, in diesem Leben noch einen anderen wie mich zu treffen. Mögen deine Opfer dich nähren, wie sie mich genährt haben, und möge die Nacht stets in deiner Nähe sein.","Adiós, Corderito. Nunca pensé que me toparía con alguien como yo en esta vida. Que tus sacrificios sacien tu hambre como han hecho con la mía, y que la Noche te acompañe.","Adeus, Cordeirinho. Nunca pensei que veria outros como eu nesta vida, e você provou meu engano. Que seus abates te saciem assim como me saciaram, e que a Noite sempre te acompanhe.","再会了，小羊。我没想过这辈子会遇到像我一样的，你证明我的想法错了。","再會了，小羊。我沒想過這輩子會遇到像我一樣的，你證明我的想法錯了。","잘 있으려므나, 꼬마 양아. 이 삶에서 나와 같은 이를 만날 것이라고는 추호도 생각치 않았건만, 내가 틀렸음을 알려주는구나.","Żegnaj, Mały Baranku. Nigdy nie myślałem, że spotkam kogoś takiego jak ja w tym życiu, a ty udowodniłeś, że się myliłem. Niech twoje zabójstwa żywią cię tak, jak mnie, a Noc niech cię obejmie.","""Conversation_NPC/Fox/Meeting3/Answer_A/10"", """""
"Conversation_NPC/Ratoo/KeyRoom/AnswerA","Ratoo answer A sacrifice Follower","100","Sacrifice Follower","信者を生贄にする","Принести последователя в жертву","Sacrifier un adepte","Anhänger opfern","Sacrificar adepto","Sacrificar Seguidor","献祭教徒","獻祭教徒","추종자 번제","Poświęć Wyznawcę","""Conversation_NPC/Ratoo/KeyRoom/AnswerA"", """""
